1.000000000000000000e+00,9.832869080779944593e-01
2.000000000000000000e+00,9.860724233983286791e-01
3.000000000000000000e+00,9.888579387186628988e-01
4.000000000000000000e+00,9.916434540389972296e-01
5.000000000000000000e+00,9.860724233983286791e-01
6.000000000000000000e+00,9.860724233983286791e-01
7.000000000000000000e+00,9.832869080779944593e-01
8.000000000000000000e+00,9.832869080779944593e-01
9.000000000000000000e+00,9.832869080779944593e-01
1.000000000000000000e+01,9.832869080779944593e-01
